shot_id,phase,train_fractions_nested,n_slices
22006,train, 100,30
22008,train, 100,27
22009,train,5 10 25 50 100,37
22012,train,50 100,1
22016,train, 100,2
22017,train,50 100,4
22018,train,25 50 100,19
22022,train, 100,45
22023,train, 100,22
22024,train, 100,18
22025,train,1 5 10 25 50 100,16
22026,train,25 50 100,26
22027,train,5 10 25 50 100,15
22030,train, 100,28
22031,train,50 100,3
22032,train, 100,40
22033,train,25 50 100,12
22035,train, 100,10
22036,train,25 50 100,12
22037,train,50 100,6
22038,train, 100,3
22039,train, 100,4
22042,train, 100,4
22043,train,50 100,8
22048,train,25 50 100,10
22051,train, 100,41
22052,train, 100,40
22053,train, 100,45
22054,train,50 100,37
22055,train, 100,26
22056,train, 100,32
22057,train,50 100,21
22058,train, 100,20
22059,train, 100,28
22060,train,50 100,31
22061,train,50 100,29
22062,train, 100,25
22063,train,25 50 100,23
22064,train, 100,20
22065,train, 100,13
22066,train,50 100,21
22070,train,25 50 100,8
22071,train,10 25 50 100,34
22072,train, 100,4
22073,train,50 100,34
22075,train,50 100,4
22077,train, 100,28
22078,train, 100,22
22080,train, 100,16
22081,train,50 100,8
22082,train,5 10 25 50 100,21
22083,train,25 50 100,13
22084,train, 100,17
22085,train, 100,22
22086,train,5 10 25 50 100,23
22088,train, 100,35
22089,train, 100,22
22091,train,25 50 100,33
22092,train,50 100,44
22093,train,50 100,32
22094,train, 100,54
22095,train,25 50 100,56
22098,train,50 100,43
22099,train,50 100,39
22100,train, 100,27
22101,train,50 100,36
22102,train, 100,45
22105,train, 100,35
22110,train, 100,45
22111,train, 100,2
22112,train, 100,49
22113,train, 100,49
22114,train,50 100,17
22115,train,25 50 100,36
22116,train, 100,41
22117,train,25 50 100,37
22118,train, 100,35
22119,train, 100,35
22121,train,50 100,23
22122,train, 100,43
22123,train,25 50 100,42
22124,train, 100,36
22125,train,50 100,48
22126,train,50 100,51
22127,train,50 100,20
22129,train,10 25 50 100,15
22131,train, 100,52
22132,train, 100,38
22133,train,50 100,6
22134,train,10 25 50 100,37
22135,train, 100,32
22136,train,50 100,27
22137,train, 100,31
22138,train, 100,30
22139,train,25 50 100,1
22140,train,25 50 100,15
22141,train, 100,2
22144,train, 100,31
22145,train,50 100,36
22146,train,1 5 10 25 50 100,37
22151,train,5 10 25 50 100,2
22153,train,50 100,2
22157,train,50 100,2
22159,train, 100,2
22162,train,50 100,1
22163,train, 100,4
22167,train,5 10 25 50 100,41
22168,train,10 25 50 100,97
22169,train, 100,92
22170,train,50 100,88
22171,train,25 50 100,90
22172,train,10 25 50 100,94
22173,train, 100,94
22174,train, 100,99
22175,train,10 25 50 100,89
22176,train, 100,88
22177,train, 100,57
22178,train,50 100,76
22179,train,25 50 100,90
22180,train,10 25 50 100,74
22181,train,25 50 100,83
22182,train,10 25 50 100,84
22183,train,25 50 100,90
22184,train, 100,17
22191,train, 100,2
22192,train, 100,19
22195,train, 100,37
22196,train,25 50 100,95
22197,train,50 100,95
22199,train, 100,72
22200,train, 100,87
22206,train, 100,88
22209,train, 100,44
22210,train,10 25 50 100,77
22211,train, 100,85
22212,train, 100,24
22213,train,50 100,21
22214,train, 100,22
22215,train, 100,20
22217,train,25 50 100,26
22219,train, 100,41
22220,train, 100,40
22221,train,25 50 100,40
22222,train, 100,40
22223,train,25 50 100,34
22224,train, 100,40
22225,train, 100,32
22226,train, 100,31
22227,train,50 100,26
22228,train, 100,37
22229,train,5 10 25 50 100,26
22230,train, 100,33
22231,train,50 100,46
22232,train, 100,32
22233,train, 100,30
22234,train, 100,47
22235,train, 100,53
22236,train,50 100,52
22237,train, 100,30
22238,train, 100,35
22241,train, 100,43
22242,train,25 50 100,35
22243,train, 100,42
22245,train, 100,37
22246,train, 100,29
22247,train,25 50 100,44
22248,train,50 100,43
22249,train,50 100,41
22251,train, 100,1
22253,train, 100,8
22254,train,50 100,26
22255,train, 100,20
22258,train,50 100,43
22259,train, 100,13
22260,train, 100,25
22261,train,50 100,11
22263,train, 100,15
22264,train,50 100,14
22265,train, 100,1
22266,train, 100,18
22267,train,50 100,23
22268,train,25 50 100,1
22270,train, 100,22
22271,train,25 50 100,24
22272,train, 100,19
22273,train, 100,17
22274,train, 100,10
22275,train, 100,21
22276,train,25 50 100,19
22277,train, 100,13
22278,train,25 50 100,24
22279,train, 100,17
22280,train, 100,24
22281,train,10 25 50 100,23
22282,train, 100,21
22283,train,10 25 50 100,14
22284,train,25 50 100,23
22287,train,50 100,31
22288,train, 100,44
22290,train, 100,2
22292,train,25 50 100,19
22294,train,25 50 100,2
22296,train,50 100,25
22297,train,50 100,31
22298,train,50 100,16
22300,train,50 100,16
22301,train, 100,16
22302,train, 100,25
22303,train,50 100,32
22304,train,5 10 25 50 100,32
22305,train, 100,30
22306,train,50 100,30
22308,train, 100,30
22309,train,50 100,29
22312,train, 100,28
22313,train, 100,24
22315,train,25 50 100,29
22316,train, 100,18
22317,train, 100,27
22321,train,25 50 100,41
22322,train, 100,33
22323,train,50 100,38
22324,train, 100,15
22325,train,25 50 100,14
22326,train,50 100,34
22327,train,50 100,41
22328,train,5 10 25 50 100,15
22329,train, 100,21
22331,train,50 100,13
22332,train, 100,23
22339,train,5 10 25 50 100,28
22340,train, 100,23
22341,train,50 100,28
22343,train, 100,25
22344,train,25 50 100,24
22346,train, 100,10
22348,train, 100,22
22351,train, 100,30
22629,train,50 100,40
22630,train, 100,29
22631,train,25 50 100,3
22632,train, 100,6
22633,train, 100,1
22634,train, 100,10
22635,train,50 100,4
22636,train,5 10 25 50 100,5
22637,train, 100,7
22638,train, 100,18
22639,train,25 50 100,3
22640,train, 100,1
22641,train, 100,1
22642,train,50 100,3
22646,train, 100,45
22647,train, 100,42
22649,train,25 50 100,56
22650,train, 100,36
22651,train, 100,36
22652,train,25 50 100,25
22653,train, 100,32
22654,train, 100,31
22655,train, 100,26
22656,train, 100,28
22657,train,50 100,35
22658,train,25 50 100,53
22659,train,25 50 100,23
22660,train, 100,30
22662,train,50 100,33
22664,train,10 25 50 100,34
22665,train,50 100,7
22666,train, 100,17
22667,train, 100,1
22671,train,25 50 100,41
22672,train, 100,2
22674,train,50 100,14
22675,train,25 50 100,4
22677,train,5 10 25 50 100,9
22678,train,25 50 100,12
22679,train, 100,8
22686,train, 100,23
22687,train,50 100,16
22688,train, 100,16
22689,train,5 10 25 50 100,6
22690,train,10 25 50 100,49
22691,train, 100,52
22692,train, 100,37
22693,train,50 100,22
22694,train, 100,36
22695,train, 100,6
22696,train,50 100,1
22697,train, 100,10
22698,train,50 100,8
22699,train, 100,2
22702,train,25 50 100,45
22705,train,10 25 50 100,29
22706,train, 100,21
22707,train, 100,10
22708,train, 100,26
22709,train,25 50 100,6
22710,train, 100,43
22711,train,50 100,37
22712,train,50 100,26
22713,train, 100,43
22714,train, 100,80
22715,train,10 25 50 100,82
22716,train,10 25 50 100,43
22717,train,50 100,21
22718,train, 100,42
22721,train, 100,36
22722,train, 100,42
22723,train,25 50 100,42
22725,train,25 50 100,19
22726,train,10 25 50 100,21
22729,train, 100,1
22730,train,50 100,24
22731,train, 100,21
22732,train,25 50 100,71
22733,train, 100,76
22734,train, 100,67
22735,train,25 50 100,64
22736,train,50 100,27
22737,train, 100,26
22738,train, 100,31
22740,train, 100,24
22741,train,50 100,22
22742,train, 100,23
22743,train, 100,2
22744,train, 100,18
22745,train,50 100,13
22746,train,50 100,26
22748,train,5 10 25 50 100,31
22749,train, 100,15
22750,train,50 100,34
22751,train, 100,26
22754,train,10 25 50 100,40
22755,train,50 100,18
22756,train, 100,22
22758,train, 100,25
22759,train,50 100,35
22761,train,50 100,6
22762,train, 100,5
22765,train, 100,1
22767,train,10 25 50 100,3
22768,train,50 100,11
22769,train, 100,10
22772,train,50 100,40
22773,train, 100,8
22774,train, 100,30
22775,train,50 100,48
22776,train,10 25 50 100,45
22777,train,50 100,27
22778,train,25 50 100,22
22779,train,25 50 100,26
22780,train,50 100,23
22781,train,50 100,24
22782,train,50 100,32
22783,train,50 100,14
22784,train, 100,2
22786,train, 100,19
22787,train, 100,8
22788,train, 100,20
22790,train, 100,14
22791,train,25 50 100,19
22792,train, 100,24
22793,train,50 100,10
22794,train, 100,14
22795,train, 100,20
22796,train, 100,19
22797,train,50 100,16
22798,train,25 50 100,4
22799,train,50 100,1
22801,train,50 100,10
22802,train, 100,17
22803,train, 100,12
22804,train,50 100,10
22805,train,50 100,1
22806,train,50 100,4
22807,train,25 50 100,37
22810,train,25 50 100,42
22811,train,25 50 100,17
22812,train,25 50 100,20
22813,train,25 50 100,18
22814,train,50 100,19
22816,train,10 25 50 100,21
22817,train,50 100,26
22819,train, 100,2
22820,train, 100,8
22821,train,25 50 100,5
22822,train,50 100,1
22823,train,10 25 50 100,29
22824,train, 100,5
22825,train, 100,9
22826,train, 100,5
22827,train,5 10 25 50 100,6
22829,train,5 10 25 50 100,31
22830,train,25 50 100,12
22831,train, 100,17
22922,train, 100,19
22923,train,50 100,25
22924,train,50 100,18
22925,train,25 50 100,24
22926,train,50 100,18
22927,train,50 100,20
22928,train,5 10 25 50 100,28
22929,train,5 10 25 50 100,20
22930,train,10 25 50 100,33
22933,train, 100,25
22935,train, 100,20
22937,train, 100,39
22941,train, 100,33
22942,train, 100,36
22943,train, 100,40
22944,train, 100,81
22946,train, 100,78
22947,train,25 50 100,82
22948,train,50 100,32
22949,train,50 100,35
22951,train, 100,35
22952,train, 100,83
22953,train,5 10 25 50 100,80
22954,train, 100,82
22955,train, 100,41
22956,train, 100,40
22957,train,25 50 100,37
22958,train, 100,81
22959,train,25 50 100,67
22960,train, 100,73
22965,train, 100,34
22966,train,50 100,39
22967,train, 100,32
22968,train,25 50 100,36
22969,train,50 100,35
22970,train,50 100,43
22971,train, 100,45
22975,train, 100,38
22976,train, 100,40
22977,train,25 50 100,41
22978,train, 100,40
22979,train,50 100,53
22980,train,50 100,44
22981,train,50 100,46
22982,train, 100,44
22983,train,50 100,52
22984,train, 100,39
22985,train,10 25 50 100,50
22986,train, 100,48
22987,train, 100,58
22988,train, 100,60
22989,train, 100,33
22992,train, 100,36
22993,train, 100,41
22997,train, 100,56
22998,train,50 100,46
22999,train,50 100,2
23000,train, 100,55
23001,train, 100,46
23005,train, 100,70
23007,train,50 100,74
23009,train,50 100,55
23010,train,25 50 100,64
23014,train, 100,75
23015,train, 100,80
23017,train, 100,62
23018,train, 100,58
23129,train, 100,35
23141,train,50 100,31
23142,train, 100,31
23143,train,50 100,28
23144,train, 100,33
23156,train, 100,30
23158,train,10 25 50 100,32
23161,train,10 25 50 100,35
23162,train, 100,58
23163,train,25 50 100,79
23164,train,10 25 50 100,78
23165,train, 100,68
23167,train,10 25 50 100,75
23168,train,25 50 100,51
23169,train,25 50 100,71
23172,train,25 50 100,45
23173,train,50 100,37
23181,train, 100,38
23211,train, 100,30
23273,train, 100,40
23274,train,50 100,11
23275,train, 100,24
23276,train,50 100,19
23279,train,10 25 50 100,24
23280,train,50 100,24
23281,train,50 100,31
23282,train, 100,34
23284,train, 100,30
23285,train,50 100,31
23286,train, 100,41
23287,train, 100,17
23288,train, 100,35
23289,train,50 100,40
23290,train,50 100,42
23292,train,50 100,39
23302,train, 100,32
23303,train, 100,1
23304,train,50 100,32
23305,train, 100,9
23306,train, 100,37
23307,train,50 100,2
23309,train, 100,38
23311,train, 100,11
23312,train, 100,30
23315,train,5 10 25 50 100,78
23316,train, 100,74
23317,train, 100,73
23318,train, 100,72
23319,train, 100,15
23320,train, 100,15
23321,train,1 5 10 25 50 100,64
23322,train, 100,50
23323,train,25 50 100,47
23324,train, 100,52
23325,train,10 25 50 100,51
23326,train, 100,51
23327,train, 100,51
23328,train, 100,52
23329,train, 100,50
23330,train,50 100,53
23331,train,50 100,51
23332,train, 100,23
23333,train, 100,18
23336,train, 100,44
23337,train,25 50 100,55
23338,train,50 100,55
23339,train,50 100,57
23340,train, 100,48
23341,train, 100,2
23342,train,50 100,33
23343,train, 100,13
23344,train,10 25 50 100,46
23345,train,50 100,51
23346,train, 100,51
23347,train,50 100,47
23348,train, 100,52
23349,train, 100,51
23350,train, 100,51
23351,train,25 50 100,48
23352,train,25 50 100,56
23353,train,50 100,53
23354,train,50 100,57
23355,train, 100,37
23356,train, 100,50
23357,train, 100,41
23358,train,25 50 100,51
23359,train, 100,50
23360,train,25 50 100,52
23361,train, 100,49
23362,train, 100,40
23365,train, 100,45
23367,train,50 100,84
23368,train, 100,49
23369,train,50 100,76
23370,train, 100,55
23371,train, 100,66
23372,train,25 50 100,74
23375,train,25 50 100,48
23376,train, 100,52
23378,train,25 50 100,48
23379,train, 100,49
23380,train, 100,67
23383,train, 100,73
23384,train,25 50 100,46
23385,train, 100,59
23386,train, 100,58
23387,train,50 100,46
23388,train,50 100,45
23389,train, 100,56
23390,train, 100,33
23391,train,50 100,37
23392,train, 100,25
23394,train,50 100,38
23395,train,25 50 100,40
23398,train,50 100,40
23399,train, 100,16
23400,train,5 10 25 50 100,68
23401,train, 100,4
23402,train, 100,19
23403,train,50 100,9
23404,train,5 10 25 50 100,23
23405,train,50 100,41
23406,train,25 50 100,45
23407,train,25 50 100,13
23408,train,25 50 100,40
23409,train,25 50 100,30
23410,train, 100,34
23411,train,50 100,43
23412,train, 100,33
23426,train, 100,87
23427,train, 100,32
23428,train, 100,25
23429,train, 100,23
23430,train,50 100,26
23431,train, 100,29
23432,train, 100,17
23433,train, 100,22
23434,train,50 100,29
23435,train, 100,23
23436,train, 100,24
23437,train, 100,25
23438,train,25 50 100,28
23439,train, 100,27
23441,train, 100,41
23442,train,50 100,32
23444,train,50 100,33
23445,train, 100,55
23446,train, 100,33
23447,train,25 50 100,40
23448,train,5 10 25 50 100,31
23450,train, 100,54
23451,train,25 50 100,56
23452,train, 100,41
23453,train,50 100,48
23456,train, 100,47
23457,train, 100,32
23459,train,50 100,41
23460,train, 100,30
23461,train, 100,25
23462,train,25 50 100,5
23463,train, 100,24
23474,train,50 100,37
23475,train, 100,12
23476,train, 100,37
23478,train, 100,25
23479,train, 100,37
23480,train, 100,12
23481,train,10 25 50 100,33
23484,train,25 50 100,51
23486,train, 100,6
23487,train, 100,28
23488,train, 100,25
23489,train,50 100,25
23490,train, 100,82
23491,train,5 10 25 50 100,28
23492,train, 100,86
23493,train, 100,88
23494,train, 100,90
23495,train, 100,6
23496,train,50 100,16
23497,train,50 100,15
23498,train, 100,15
23499,train,10 25 50 100,5
23500,train, 100,29
23501,train, 100,29
23502,train,25 50 100,32
23503,train,10 25 50 100,23
23504,train, 100,30
23505,train,25 50 100,33
23506,train, 100,21
23507,train, 100,22
23508,train,50 100,29
23509,train,50 100,23
23512,train, 100,32
23515,train,50 100,45
23516,train,25 50 100,47
23519,train, 100,42
23521,train,5 10 25 50 100,10
23522,train, 100,1
23523,train, 100,30
23524,train, 100,1
23525,train, 100,40
23526,train,50 100,29
23527,train,50 100,20
23528,train, 100,45
23529,train, 100,8
23530,train,50 100,68
23531,train,25 50 100,41
23532,train, 100,43
23533,train, 100,51
23534,train, 100,73
23535,train,50 100,67
23536,train, 100,41
23537,train, 100,45
23583,train, 100,46
23584,train, 100,26
23585,train, 100,26
23586,train, 100,20
23589,train,25 50 100,44
23590,train,50 100,27
23591,train, 100,26
23592,train, 100,44
23593,train,50 100,24
23594,train,50 100,25
23595,train, 100,25
23596,train,5 10 25 50 100,25
23597,train, 100,28
23598,train,50 100,39
23600,train, 100,36
23601,train, 100,28
23602,train,10 25 50 100,31
23603,train, 100,32
23604,train, 100,32
23605,train, 100,22
23606,train, 100,28
23607,train, 100,30
23608,train, 100,27
23609,train, 100,33
23610,train,10 25 50 100,42
23611,train, 100,74
23612,train,50 100,12
23613,train, 100,15
23616,train, 100,14
23617,train, 100,16
23618,train, 100,35
23619,train,25 50 100,7
23620,train, 100,9
23621,train,10 25 50 100,33
23624,train,50 100,40
23626,train, 100,46
23627,train,50 100,47
23630,train, 100,21
23631,train,50 100,35
23632,train,25 50 100,38
23633,train,25 50 100,26
23634,train,25 50 100,33
23635,train,50 100,21
23636,train,25 50 100,38
23637,train, 100,26
23638,train,50 100,25
23660,train, 100,45
23667,train, 100,22
23673,train,1 5 10 25 50 100,13
23674,train, 100,22
23676,train, 100,1
23684,train, 100,2
23685,train, 100,3
23686,train, 100,4
23687,train,50 100,5
23692,train, 100,8
23695,train,50 100,9
23696,train, 100,6
23697,train,10 25 50 100,3
23698,train, 100,13
23699,train,5 10 25 50 100,1
23700,train, 100,2
23701,train,25 50 100,2
23702,train,10 25 50 100,5
23705,train,50 100,1
23708,train,50 100,2
23710,train,50 100,7
23711,train, 100,3
23712,train, 100,9
23713,train,25 50 100,2
23716,train,50 100,16
23719,train,50 100,27
23726,train,1 5 10 25 50 100,6
23727,train, 100,14
23728,train,25 50 100,1
23730,train,50 100,1
23732,train,50 100,11
23735,train, 100,8
23737,train,25 50 100,10
23738,train, 100,6
23739,train, 100,13
23743,train,50 100,9
23744,train, 100,5
23745,train, 100,4
23747,train, 100,1
23775,train,50 100,45
23776,train,1 5 10 25 50 100,62
23777,train,50 100,78
23778,train, 100,64
23779,train, 100,57
23780,train,10 25 50 100,55
23781,train, 100,75
23782,train, 100,20
23783,train,50 100,4
23784,train, 100,6
23785,train,50 100,10
23788,train, 100,8
23789,train,50 100,9
23790,train,50 100,44
23792,train,50 100,36
23795,train,50 100,75
23807,train, 100,1
23808,train, 100,1
23809,train,25 50 100,26
23811,train, 100,34
23812,train, 100,30
23813,train,25 50 100,34
23814,train, 100,1
23821,train, 100,1
23824,train,25 50 100,1
23826,train,10 25 50 100,1
23827,train, 100,1
23828,train,50 100,1
23834,train,25 50 100,3
23847,train,10 25 50 100,2
23852,train,50 100,4
23854,train,25 50 100,17
23855,train,25 50 100,39
23857,train,25 50 100,21
23858,train,50 100,19
23859,train, 100,29
23866,train,50 100,1
23873,train, 100,1
23880,train,10 25 50 100,6
23881,train,5 10 25 50 100,4
23882,train, 100,6
23883,train,50 100,1
23884,train,50 100,2
23885,train,10 25 50 100,3
23886,train,50 100,32
23888,train,10 25 50 100,2
23889,train, 100,2
23890,train, 100,8
23891,train,25 50 100,1
23892,train, 100,1
23893,train,50 100,1
23894,train,50 100,1
23897,train, 100,7
23898,train,25 50 100,8
23900,train,25 50 100,52
23901,train,50 100,5
23904,train,5 10 25 50 100,2
23905,train,50 100,7
23906,train, 100,4
23908,train, 100,5
23912,train, 100,5
23914,train,50 100,2
23915,train, 100,3
23916,train,10 25 50 100,4
23917,train,50 100,13
23918,train,50 100,12
23919,train,50 100,13
23920,train,50 100,20
23921,train, 100,25
23922,train,25 50 100,4
23923,train, 100,3
23924,train,50 100,2
23928,train,25 50 100,14
23930,train,50 100,11
23932,train,25 50 100,3
23933,train,25 50 100,1
23934,train, 100,11
23935,train, 100,24
23936,train, 100,3
23937,train,50 100,9
23938,train,50 100,2
23939,train,50 100,35
23940,train, 100,22
23941,train, 100,4
23942,train,25 50 100,4
23944,train,50 100,2
23967,train,50 100,85
23968,train, 100,88
23970,train, 100,86
23972,train,50 100,85
23973,train,25 50 100,82
23974,train,50 100,86
23975,train, 100,64
23979,train, 100,83
23980,train,50 100,84
23982,train,50 100,55
23983,train,50 100,54
23984,train, 100,23
23985,train,50 100,35
23986,train,50 100,53
23987,train, 100,80
23988,train,10 25 50 100,50
23990,train,50 100,81
23991,train, 100,40
23992,train, 100,82
23993,train, 100,84
23994,train, 100,44
23995,train, 100,81
23997,train, 100,73
23999,train,25 50 100,48
24000,train, 100,64
24004,train, 100,1
24005,train, 100,25
24016,train, 100,13
24018,train,25 50 100,13
24019,train,50 100,12
24020,train,25 50 100,4
24021,train, 100,5
24022,train,50 100,15
24023,train, 100,6
24024,train, 100,16
24028,train, 100,1
24029,train,50 100,9
24030,train, 100,10
24032,train,25 50 100,9
24033,train, 100,11
24034,train, 100,10
24035,train, 100,8
24036,train,50 100,18
24037,train, 100,33
24040,train, 100,12
24047,train, 100,1
24069,train, 100,1
24070,train,25 50 100,21
24072,train, 100,4
24074,train,50 100,4
24075,train,50 100,10
24076,train, 100,16
24077,train, 100,1
24079,train,50 100,1
24081,train, 100,1
24082,train, 100,1
24086,train, 100,3
24087,train, 100,7
24088,train,50 100,7
24089,train,25 50 100,42
24091,train, 100,4
24094,train, 100,6
24095,train,50 100,8
24096,train, 100,7
24097,train, 100,6
24098,train, 100,8
24125,train, 100,1
24141,train,10 25 50 100,81
24142,train,25 50 100,20
24143,train, 100,32
24144,train, 100,26
24151,train,25 50 100,1
24152,train, 100,1
24157,train, 100,1
24159,train,25 50 100,5
24160,train,50 100,1
24164,train, 100,1
24166,train, 100,1
24167,train,25 50 100,1
24168,train,50 100,1
24170,train,50 100,1
24171,train, 100,1
24174,train,50 100,2
24175,train, 100,1
24177,train,50 100,1
24195,train, 100,29
24196,train, 100,25
24197,train,25 50 100,2
24198,train,25 50 100,3
24200,train,25 50 100,1
24212,train, 100,6
24213,train, 100,9
24218,train, 100,1
24280,train,50 100,1
24318,train, 100,3
24374,train, 100,4
24375,train, 100,5
24376,train, 100,5
24377,train,50 100,6
24378,train,25 50 100,4
24379,train,5 10 25 50 100,6
24380,train,25 50 100,3
24381,train,25 50 100,6
24382,train, 100,5
24383,train,50 100,9
24384,train,25 50 100,5
24385,train, 100,8
24386,train, 100,6
24387,train, 100,6
24388,train,25 50 100,5
24389,train,50 100,8
24390,train,5 10 25 50 100,9
24391,train, 100,6
24392,train, 100,51
24393,train,50 100,5
24394,train,25 50 100,7
24397,train, 100,90
24398,train,50 100,83
24415,train,50 100,1
24416,train,50 100,1
24428,train,25 50 100,6
24432,train,5 10 25 50 100,7
24463,train,25 50 100,2
24473,train,50 100,34
24474,train,5 10 25 50 100,1
24475,train, 100,5
24477,train,50 100,4
24479,train, 100,1
24480,train,50 100,1
24481,train, 100,33
24482,train,25 50 100,1
24493,train, 100,21
24503,train, 100,39
24513,train,50 100,54
24531,train, 100,1
24590,train, 100,1
24615,train, 100,1
24616,train, 100,1
24617,train, 100,1
24621,train, 100,1
24622,train,10 25 50 100,1
24623,train,50 100,1
24624,train, 100,2
24625,train, 100,1
24627,train, 100,2
24630,train,50 100,3
24631,train, 100,1
24640,train, 100,19
24642,train, 100,27
24643,train,25 50 100,24
24644,train,50 100,2
24645,train, 100,4
24646,train,10 25 50 100,18
24647,train, 100,16
24648,train,50 100,23
24649,train,10 25 50 100,27
24650,train,25 50 100,15
24651,train, 100,22
24652,train, 100,6
24653,train,10 25 50 100,23
24656,train,50 100,5
24658,train, 100,4
24659,train, 100,2
24661,train,5 10 25 50 100,1
24676,train, 100,1
24680,train, 100,1
24691,train, 100,17
24692,train,50 100,14
24693,train, 100,12
24694,train,50 100,8
24695,train,50 100,16
24696,train, 100,15
24697,train, 100,13
24698,train, 100,22
24699,train, 100,28
24700,train,25 50 100,37
24701,train,25 50 100,32
24702,train,5 10 25 50 100,36
24726,train,25 50 100,13
24728,train,50 100,35
24729,train, 100,9
24730,train, 100,26
24731,train,50 100,22
24732,train,50 100,3
24733,train,50 100,42
24734,train, 100,5
24735,train,50 100,46
24736,train, 100,14
24737,train, 100,10
24738,train,50 100,22
24739,train,50 100,20
24740,train,50 100,29
24741,train, 100,45
24747,train, 100,1
24748,train, 100,2
24750,train,10 25 50 100,1
24753,train,5 10 25 50 100,1
24755,train, 100,2
24757,train,50 100,1
24758,train, 100,5
24760,train,25 50 100,1
24781,train,50 100,54
24816,train, 100,19
24820,train,50 100,18
24821,train, 100,20
24822,train, 100,19
24823,train, 100,26
24826,train, 100,23
24827,train,25 50 100,35
24828,train, 100,1
24831,train,25 50 100,1
24833,train,1 5 10 25 50 100,25
24840,train,10 25 50 100,67
24843,train,10 25 50 100,61
24845,train,25 50 100,65
24846,train, 100,58
24847,train, 100,70
24848,train,50 100,80
24849,train,50 100,71
24850,train,50 100,63
24851,train, 100,70
24858,train,50 100,36
24859,train,50 100,1
24860,train,5 10 25 50 100,3
24861,train,50 100,40
24862,train,50 100,4
24863,train, 100,2
24864,train, 100,1
24866,train, 100,34
24867,train,50 100,8
24868,train,25 50 100,8
24869,train,50 100,3
24876,train,10 25 50 100,54
24884,train, 100,1
24887,train,5 10 25 50 100,1
24890,train,50 100,1
24892,train,50 100,3
24893,train, 100,1
24895,train,25 50 100,1
24897,train,50 100,1
24898,train, 100,1
24899,train,50 100,15
24903,train,50 100,2
24904,train,50 100,1
24905,train,5 10 25 50 100,1
24906,train, 100,1
24907,train,50 100,12
24908,train,10 25 50 100,2
24911,train,1 5 10 25 50 100,15
24913,train, 100,1
24917,train,50 100,4
24918,train, 100,11
24922,train, 100,1
24926,train, 100,1
24929,train,50 100,6
24934,train,50 100,1
24999,train,50 100,2
25000,train, 100,1
25003,train, 100,1
25004,train,50 100,28
25006,train, 100,10
25007,train,50 100,16
25008,train,50 100,18
25009,train, 100,17
25010,train, 100,17
25011,train,50 100,17
25012,train, 100,47
25013,train, 100,48
25014,train,50 100,2
25016,train, 100,32
25017,train, 100,1
25605,val,,4
25607,val,,8
25609,val,,2
25616,val,,4
25648,val,,5
25656,val,,9
25657,val,,11
25658,val,,5
25659,val,,11
25660,val,,13
25661,val,,18
25664,val,,2
25665,val,,5
25666,val,,10
25672,val,,2
25673,val,,5
25674,val,,17
25675,val,,5
25678,val,,4
25679,val,,5
25680,val,,14
25682,val,,11
25683,val,,7
25686,val,,8
25687,val,,15
25688,val,,9
25692,val,,7
25693,val,,9
25696,val,,8
25697,val,,14
25698,val,,10
25699,val,,9
25701,val,,10
25702,val,,6
25703,val,,15
25707,val,,9
25710,val,,11
25711,val,,7
25712,val,,16
25713,val,,13
25714,val,,18
25715,val,,16
25716,val,,14
25717,val,,3
25719,val,,4
25757,val,,7
25758,val,,2
25762,val,,4
25767,val,,2
25772,val,,5
25782,val,,6
25787,val,,15
25788,val,,17
25790,val,,16
25791,val,,17
25792,val,,18
25852,val,,13
25855,val,,20
25856,val,,21
25857,val,,11
25859,val,,11
25860,val,,1
25861,val,,4
25866,val,,11
25907,val,,6
25951,val,,1
25956,val,,1
25957,val,,9
25958,val,,8
25959,val,,3
25967,val,,1
25968,val,,2
25972,val,,5
25985,val,,12
25986,val,,13
25987,val,,12
25990,val,,19
25991,val,,19
25992,val,,18
25993,val,,9
25994,val,,18
25995,val,,18
25998,val,,13
25999,val,,18
26000,val,,13
26004,val,,2
26005,val,,1
26016,val,,5
26017,val,,10
26036,val,,5
26037,val,,1
26038,val,,10
26047,val,,1
26048,val,,1
26049,val,,1
26050,val,,4
26051,val,,2
26083,val,,20
26084,val,,17
26107,val,,12
26109,val,,5
26128,val,,9
26129,val,,12
26130,val,,9
26131,val,,10
26132,val,,21
26133,val,,26
26134,val,,8
26135,val,,6
26136,val,,7
26137,val,,9
26138,val,,8
26143,val,,2
26147,val,,1
26148,val,,1
26150,val,,1
26152,val,,12
26153,val,,19
26154,val,,15
26155,val,,15
26156,val,,19
26157,val,,15
26158,val,,19
26159,val,,16
26163,val,,17
26164,val,,23
26165,val,,19
26166,val,,10
26167,val,,14
26168,val,,22
26169,val,,12
26170,val,,20
26171,val,,15
26172,val,,17
26173,val,,19
26174,val,,20
26176,val,,16
26177,val,,25
26178,val,,8
26180,val,,19
26184,val,,13
26192,val,,16
26193,val,,17
26194,val,,20
26196,val,,14
26197,val,,17
26198,val,,14
26199,val,,3
26201,val,,19
26202,val,,2
26218,val,,2
26221,val,,1
26234,val,,3
26244,val,,1
26245,val,,2
26246,val,,1
26250,val,,1
26251,val,,1
26259,val,,3
26260,val,,1
26267,val,,23
26268,val,,21
26269,val,,21
26270,val,,12
26271,val,,21
26272,val,,12
26293,val,,17
26294,val,,16
26295,val,,16
26296,val,,16
26318,val,,9
26319,val,,17
26320,val,,17
26321,val,,16
